regime,optimizer,K,stable,target_mode,control_start_frac,control_start_idx,control_start_time,target_x,target_y,target_z,run_dir,target_rmse_state,target_rmse_x,uncontrolled_target_rmse_state,uncontrolled_target_rmse_x,spike_count_before,spike_count_after,uncontrolled_spike_count_after,spike_reduction_percent,control_energy,mean_control_norm,max_control_norm,settling_time,mean_error_norm_post,max_error_norm_post
periodic_bursting,forest,0.9832142857142858,True,rest_state,0.2,9000,1140.0,-0.9176665096835862,-3.3816791179967036,2.8869008626800006,outputs\periodic_bursting\control\linear_feedback\K_0p983214,5.5593532437053764e-05,1.2283700366557471e-05,1.982113621516067,0.5724001770568228,5,0,11,100.0,3.181167244326834e-05,0.0015118790487641883,1.022433316888414,0.0,2.5811229673692913e-05,0.01745527275472392
