regime,optimizer,K,stable,target_mode,control_start_frac,control_start_idx,control_start_time,target_x,target_y,target_z,run_dir,target_rmse_state,target_rmse_x,uncontrolled_target_rmse_state,uncontrolled_target_rmse_x,spike_count_before,spike_count_after,uncontrolled_spike_count_after,spike_reduction_percent,control_energy,mean_control_norm,max_control_norm,settling_time,mean_error_norm_post,max_error_norm_post,selection_score
periodic_spiking,gp,0.05,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p050000,0.008665126547682681,0.0012507649445730597,1.732503247083856,0.5508851367748164,1,0,9,100.0,6.239702334129449e-07,0.0004892380071588837,0.02493215353067877,0.5199999999999818,0.009295522136018357,0.47371091708289687,0.009185132787384998
periodic_spiking,gp,0.13125,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p131250,0.004095372141109135,0.0006856835454145225,1.732503247083856,0.5508851367748164,1,0,9,100.0,1.1484629441970617e-06,0.0004883034473895857,0.06544690301803179,0.18000000000006366,0.003232103770816488,0.433196167595544,0.00427538362573864
periodic_spiking,gp,0.21250000000000002,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p212500,0.00274541208758811,0.00047793324824999044,1.732503247083856,0.5508851367748164,1,0,9,100.0,1.6464671930196134e-06,0.0004897962140907353,0.1059616525053848,0.10000000000013642,0.0018151271463365496,0.39268141810819046,0.0028454285522601765
periodic_spiking,gp,0.29375,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p293750,0.002028304904471372,0.00036246033341671345,1.732503247083856,0.5508851367748164,1,0,9,100.0,2.135141024788539e-06,0.0004909030181930538,0.1464764019927378,0.049999999999954525,0.0011802561926771242,0.3521666686208374,0.0020783262558815743
periodic_spiking,gp,0.375,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p375000,0.0015602123286431932,0.00028531916726589994,1.732503247083856,0.5508851367748164,1,0,9,100.0,2.629003511286137e-06,0.00049170426777355,0.18699115148009082,0.029999999999972715,0.0008195071129560986,0.3116519191334846,0.0015902386186782789
periodic_spiking,gp,0.45625,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p456250,0.0012192693790301643,0.00022777607334167855,1.732503247083856,0.5508851367748164,1,0,9,100.0,3.1399866648974233e-06,0.0004923032183842521,0.22750590096744377,0.01999999999998181,0.0005867175342385513,0.27113716964613177,0.0012393007788967952
periodic_spiking,gp,0.5375000000000001,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p537500,0.0009528558305797085,0.0001815790764645025,1.732503247083856,0.5508851367748164,1,0,9,100.0,3.678824832195194e-06,0.0004927657184329158,0.26802065045479684,0.009999999999990905,0.00042400771120989876,0.23062242015877818,0.0009628926188280214
periodic_spiking,gp,0.61875,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p618750,0.0007338982835673781,0.0001424819563098694,1.732503247083856,0.5508851367748164,1,0,9,100.0,4.256020565545023e-06,0.0004931337983784475,0.30853539994214985,0.009999999999990905,0.00030385011819265335,0.19010767067142537,0.0007439408437730244
periodic_spiking,gp,0.7000000000000001,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p700000,0.0005467508522248076,0.00010803193614411794,1.732503247083856,0.5508851367748164,1,0,9,100.0,4.882629408672593e-06,0.0004934351152723888,0.34905014942950285,0.0,0.0002114721922597973,0.14959292118407255,0.0005467996785188943
periodic_spiking,gp,0.7325000000000002,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p732500,0.0004784663248139971,9.518507400821655e-05,1.732503247083856,0.5508851367748164,1,0,9,100.0,5.149815781836099e-06,0.0004935413676371462,0.3652560492244441,0.0,0.00018023524347147055,0.13338702138913153,0.00047851782297181545
