controller,K,finite_s,pyragas_delay,pyragas_sign,pyragas_history_signal,stable,divergence_detected,divergence_reason,divergence_index,steps_completed,controller_law_coordinate_system,control_input_clip_normalized,divergence_abs_limit_normalized,metric_segment,hr_mode,optimizer,control_start_idx,control_start_time,control_start_frac,target_mode,evaluation_start_idx,evaluation_end_idx,evaluation_index_semantics,evaluation_sample_count,raw_readout_target_rmse_state,raw_readout_target_rmse_x,raw_readout_target_nrmse_x,corrected_feedback_input_target_rmse_state,corrected_feedback_input_target_rmse_x,corrected_feedback_input_target_nrmse_x,uncontrolled_target_rmse_state,uncontrolled_target_rmse_x,spike_count_before,spike_count_after,uncontrolled_spike_count_after,spike_reduction_percent,control_effort_mean_sq,control_energy_dt_sum,control_sample_dt,mean_control_norm,max_control_norm,evaluation_time_to_tolerance,settling_time,mean_error_norm_post,max_error_norm_post,target_rmse_state,target_rmse_x,target_nrmse_x,control_energy,control_energy_alias_of,target_rmse_alias_of,settling_time_alias_of,selection_score
linear_feedback,0.01,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.057698307369361705,0.014350796790683169,0.028885930245238566,0.05712132429566818,0.014207288822776307,0.02859707094278612,1.0846512303763423,0.5791462543076985,2,0,7,100.0,9.98728401986807e-07,0.00017977111235746178,0.009999999999990905,0.00098590550152608,0.0036381150404384234,2.0299999999999727,2.0299999999999727,0.09760464465108183,0.36017338900340506,0.05712132429566818,0.014207288822776307,0.02859707094278612,9.98728401986807e-07,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.059151334282952175
linear_feedback,0.09291666666666666,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.006525415284949775,0.00254845995000423,0.005129654988662266,0.005919095448056502,0.0023116655463163794,0.0046530245459658155,1.0846512303763423,0.5791462543076985,2,0,7,100.0,1.1028712338307869e-06,0.00019851682208936106,0.009999999999990905,0.0008529017067014183,0.033804152250740474,0.10000000000013642,0.10000000000013642,0.008326309486497563,0.3300073517931029,0.005919095448056502,0.0023116655463163794,0.0046530245459658155,1.1028712338307869e-06,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.0060191064767689765
linear_feedback,0.17583333333333334,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.004049823091016191,0.0016090601939385723,0.00323878884221083,0.00333772919751248,0.0013261337765043653,0.0026693018041220764,1.0846512303763423,0.5791462543076985,2,0,7,100.0,1.521233139495644e-06,0.0002738219651089669,0.009999999999990905,0.0008509943322428483,0.06397018946104248,0.049999999999954525,0.049999999999954525,0.003988783860607529,0.29984131458280117,0.00333772919751248,0.0013261337765043653,0.0026693018041220764,1.521233139495644e-06,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.0033877444098438297
linear_feedback,0.25875,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.0031400058209544736,0.0012071975625467769,0.0024299016349104184,0.002327529314782546,0.0008948351932378124,0.001801164586877376,1.0846512303763423,0.5791462543076985,2,0,7,100.0,1.980354219244236e-06,0.00035646375946363836,0.009999999999990905,0.0008514416999326207,0.09413622667134447,0.029999999999972715,0.029999999999972715,0.002439154241836082,0.2696752773724991,0.002327529314782546,0.0008948351932378124,0.001801164586877376,1.980354219244236e-06,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.002357549118324711
linear_feedback,0.3416666666666667,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.00265654704484444,0.0009820732355014365,0.001976761248185703,0.0017488934711892056,0.0006465315467051597,0.0013013678217223496,1.0846512303763423,0.5791462543076985,2,0,7,100.0,2.471505029306991e-06,0.00044487090527485377,0.009999999999990905,0.0008520667199520364,0.12430226388164652,0.01999999999998181,0.01999999999998181,0.0016417870945416647,0.2395092401621969,0.0017488934711892056,0.0006465315467051597,0.0013013678217223496,2.471505029306991e-06,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.0017689181862394804
linear_feedback,0.4245833333333333,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.002354009688992084,0.0008389256837708797,0.0016886274076487065,0.0013545364085408242,0.00048273182053646866,0.0009716643541511429,1.0846512303763423,0.5791462543076985,2,0,7,100.0,2.996840515007801e-06,0.0005394312927009136,0.009999999999990905,0.000852630242403281,0.15446830109194853,0.009999999999990905,0.009999999999990905,0.0011555273451999784,0.20934320295189476,0.0013545364085408242,0.00048273182053646866,0.0009716643541511429,2.996840515007801e-06,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.0013645663769459651
linear_feedback,0.5075,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.002147038106070866,0.0007408520515567797,0.0014912203827737616,0.0010574162672399455,0.00036486963539173953,0.0007344260385161289,1.0846512303763423,0.5791462543076985,2,0,7,100.0,3.561827254972154e-06,0.0006411289058944047,0.009999999999990905,0.0008531004535956821,0.18463433830225054,0.009999999999990905,0.009999999999990905,0.0008278856618639398,0.1791771657415931,0.0010574162672399455,0.00036486963539173953,0.0007344260385161289,3.561827254972154e-06,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.0010674518855124861
linear_feedback,0.5904166666666667,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.001997793021927755,0.0006703736652075913,0.0013493583118676126,0.0008182627252312097,0.00027457388037462337,0.0005526746752358047,1.0846512303763423,0.5791462543076985,2,0,7,100.0,4.173875162474993e-06,0.0007512975292448155,0.009999999999990905,0.0008534810364269298,0.2148003755125526,0.0,0.0,0.000592076117718703,0.14901112853129095,0.0008182627252312097,0.00027457388037462337,0.0005526746752358047,4.173875162474993e-06,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.0008183044639828344
linear_feedback,0.6733333333333333,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.001886815332072302,0.0006181451105329549,0.00124423032426203,0.0006163596751436488,0.0002019274027740908,0.0004064485725922474,1.0846512303763423,0.5791462543076985,2,0,7,100.0,4.842172728666097e-06,0.0008715910911591047,0.009999999999990905,0.000853783493278704,0.24496641272285458,0.0,0.0,0.00041421179376906637,0.11884509132098896,0.0006163596751436488,0.0002019274027740908,0.0004064485725922474,4.842172728666097e-06,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.0006164080968709355
linear_feedback,0.75625,0.8,20,-1,raw_readout,True,False,,,27000,normalized_esn_coordinates,,20.0,controller_validation,chaotic_bursting,gbrt,9000,1140.0,0.2,rest_state_from_quiet_training_data,9000,27000,"zero_based_half_open_[start,end)",18000,0.001803065078005997,0.0005787412562984917,0.0011649164714208269,0.00043949711276393524,0.00014106818122277577,0.00028394838990886367,1.0846512303763423,0.5791462543076985,2,0,7,100.0,5.57795278750268e-06,0.0010040315017495693,0.009999999999990905,0.0008540187887686623,0.27513244993315655,0.0,0.0,0.00027526225423113313,0.08867905411068684,0.00043949711276393524,0.00014106818122277577,0.00028394838990886367,5.57795278750268e-06,control_effort_mean_sq,corrected_feedback_input_target_rmse,evaluation_time_to_tolerance,0.00043955289229181027
