time_index,time,target_x,target_y,target_z,true_x,uncontrolled_x,raw_readout_x,corrected_feedback_input_x,control_signal_x,controlled_x,u_x,true_y,uncontrolled_y,raw_readout_y,corrected_feedback_input_y,control_signal_y,controlled_y,u_y,true_z,uncontrolled_z,raw_readout_z,corrected_feedback_input_z,control_signal_z,controlled_z,u_z
11536,1165.3600000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6358600259970972,1.6356846701861187,-0.3425849606385235,-0.3425849606385234,-1.1031380941148342e-16,-0.3425849606385234,-1.1031380941148342e-16,-2.840515471599026,-2.8383758311366383,-0.38174480287549395,-0.38174480287549306,-7.363389977708885e-16,-0.38174480287549306,-7.363389977708885e-16,3.2802297869443864,3.2802116091081714,3.005302004959377,3.005302004959377,0.0,3.005302004959377,0.0
11537,1165.3700000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6432439668621663,1.643087250953833,-0.3400239786503379,-0.34002397865033795,5.515690470574171e-17,-0.34002397865033795,5.515690470574171e-17,-2.936050959747709,-2.933905603769872,-0.37379160862775684,-0.37379160862775773,7.363389977708885e-16,-0.37379160862775773,7.363389977708885e-16,3.280810464827861,3.2807922486331074,3.0054237673230175,3.0054237673230175,0.0,3.0054237673230175,0.0
11538,1165.38,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6497882453591115,1.6496505876600744,-0.3374459783967704,-0.33744597839677043,5.515690470574171e-17,-0.33744597839677043,5.515690470574171e-17,-3.0317745209632783,-3.0296264804270865,-0.36583061873330935,-0.36583061873330935,0.0,-0.36583061873330935,0.0,3.2813927795776383,3.281374529638346,3.005546139033634,3.005546139033634,0.0,3.005546139033634,0.0
11539,1165.39,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6554751629387456,1.6553569430373563,-0.33485076179772677,-0.33485076179772694,1.6547071411722513e-16,-0.33485076179772694,1.6547071411722513e-16,-3.1275495189904405,-3.125401896753164,-0.3578619951779576,-0.3578619951779576,0.0,-0.3578619951779576,0.0,3.2819765274250527,3.281958248492532,3.005669124163684,3.005669124163684,-2.48934768692709e-17,3.005669124163684,-2.48934768692709e-17
11540,1165.4,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.660288710613626,1.660190269093379,-0.3322381275022488,-0.3322381275022488,0.0,-0.3322381275022488,0.0,-3.223236347970225,-3.2210923077861975,-0.3498859049233811,-0.34988590492338156,3.6816949888544423e-16,-0.34988590492338156,3.6816949888544423e-16,3.2825615005688666,3.2825431975160684,3.005792726833317,3.005792726833317,0.0,3.005792726833317,0.0
11541,1165.41,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6642145617836475,1.664136200337017,-0.3296078708195951,-0.32960787081959514,5.515690470574171e-17,-0.32960787081959514,5.515690470574171e-17,-3.318692926555028,-3.3165556817346844,-0.3419025200445813,-0.34190252004458177,7.363389977708885e-16,-0.34190252004458177,7.363389977708885e-16,3.283147487580452,3.2831291653834893,3.0059169512111708,3.0059169512111708,0.0,3.0059169512111708,0.0
11542,1165.42,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6672400495400062,1.6671820314871748,-0.3269597836485825,-0.3269597836485823,-2.2062761882296683e-16,-0.3269597836485823,-2.2062761882296683e-16,-3.413775202186861,-3.4116480040246873,-0.33391201787144453,-0.33391201787144453,0.0,-0.33391201787144453,0.0,3.283734273805349,3.283715937522813,3.006041801515173,3.006041801515173,-2.48934768692709e-17,3.006041801515173,-2.48934768692709e-17
11543,1165.43,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6693541292832506,1.669316680492004,-0.32429365440513586,-0.3242936544051358,-5.515690470574171e-17,-0.3242936544051358,-5.515690470574171e-17,-3.508337660893902,-3.5062237869769124,-0.325914581134632,-0.325914581134632,0.0,-0.325914581134632,0.0,3.2843216417575696,3.284303296508468,3.0061672820133682,3.0061672820133682,-2.48934768692709e-17,3.0061672820133682,-2.48934768692709e-17
11544,1165.44,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6705473276838525,1.6705306378776192,-0.3216092679480005,-0.3216092679480007,2.2062761882296683e-16,-0.3216092679480007,2.2062761882296683e-16,-3.6022338380940853,-3.6001365806053287,-0.31791039811589394,-0.31791039811589394,0.0,-0.31791039811589394,0.0,3.284909371503249,3.2848910224445405,3.006293397024755,3.006293397024755,2.48934768692709e-17,3.006293397024755,2.48934768692709e-17
11545,1165.45,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6708116791741303,1.6708159036052257,-0.3189064055025548,-0.3189064055025549,1.1031380941148342e-16,-0.3189064055025549,1.1031380941148342e-16,-3.695316826106294,-3.693239480238219,-0.30989966280298686,-0.3098996628029873,3.6816949888544423e-16,-0.3098996628029873,3.6816949888544423e-16,3.285497241030501,3.2854788933353,3.006420150920149,3.006420150920149,0.0,3.006420150920149,0.0
11546,1165.46,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.670140651286806,1.670165912741976,-0.3161848445826781,-0.3161848445826779,-1.6547071411722513e-16,-0.3161848445826779,-1.6547071411722513e-16,-3.7874397743508004,-3.7853856269406165,-0.3018825750493126,-0.3018825750493126,0.0,-0.3018825750493126,0.0,3.2860850266026436,3.286066685440159,3.006547548123057,3.006547548123057,-4.97869537385418e-17,3.006547548123057,-4.97869537385418e-17
11547,1165.47,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6685290602476617,1.6685754513435935,-0.3134443589106052,-0.31344435891060507,-1.1031380941148342e-16,-0.31344435891060507,-1.1031380941148342e-16,-3.8784563785608137,-3.8764286970539823,-0.2938593407385044,-0.2938593407385044,0.0,-0.2938593407385044,0.0,3.28667250309229,3.2866541736104873,3.0066755931105753,3.0066755931105753,0.0,3.0066755931105753,0.0
11548,1165.48,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6659729782885462,1.6660405640066076,-0.3106847183347227,-0.3106847183347226,-1.1031380941148342e-16,-0.3106847183347226,-1.1031380941148342e-16,-3.968221355715289,-3.9662233775537783,-0.2858301719540606,-0.2858301719540606,0.0,-0.2858301719540606,0.0,3.287259444294135,3.287241131605948,3.0068042904143053,3.0068042904143053,0.0,3.0068042904143053,0.0
11549,1165.49,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6624696341743064,1.662558454577182,-0.30790568874523055,-0.3079056887452306,5.515690470574171e-17,-0.3079056887452306,5.515690470574171e-17,-4.0565909018281285,-4.054625824347176,-0.2777952871542575,-0.27779528715425794,3.6816949888544423e-16,-0.27779528715425794,3.6816949888544423e-16,3.287845623214638,3.2878273323882996,3.006933644621288,3.006933644621288,-2.48934768692709e-17,3.006933644621288,-2.48934768692709e-17
11550,1165.5,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6580173084359173,1.6581273815044504,-0.30510703198761996,-0.3051070319876201,1.6547071411722513e-16,-0.3051070319876201,1.6547071411722513e-16,-4.1434231301791895,-4.141494101080308,-0.26975491135248264,-0.26975491135248264,0.0,-0.26975491135248264,0.0,3.2884308123371486,3.2884125483909283,3.0070636603749614,3.0070636603749614,0.0,3.0070636603749614,0.0
11551,1165.51,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.652615224775666,1.6527465493023807,-0.3022885057738949,-0.3022885057738949,0.0,-0.3022885057738949,0.0,-4.228578488037139,-4.2266885964866745,-0.26170927630320273,-0.26170927630320273,0.0,-0.26170927630320273,0.0,3.2890147838613846,3.2889965517626996,3.007194342376136,3.007194342376136,0.0,3.007194342376136,0.0
11552,1165.52,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.646263439062727,1.6464159975395656,-0.29944986359146814,-0.29944986359146836,2.2062761882296683e-16,-0.29944986359146836,2.2062761882296683e-16,-4.3119201503929325,-4.310072418775296,-0.253658620693749,-0.25365862069374856,-3.6816949888544423e-16,-0.25365862069374856,-3.6816949888544423e-16,3.2895973099165183,3.2895791145850493,3.007325695383995,3.007325695383995,-2.48934768692709e-17,3.007325695383995,-2.48934768692709e-17
11553,1165.53,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.638962727273171,1.639136488714761,-0.2965908546096766,-0.2965908546096764,-2.2062761882296683e-16,-0.2965908546096764,-2.2062761882296683e-16,-4.393314389686282,-4.39151176602013,-0.24560319034214295,-0.2456031903421425,-3.6816949888544423e-16,-0.2456031903421425,-3.6816949888544423e-16,3.290178162747456,3.2901600090616223,3.0074577242171143,3.0074577242171143,0.0,3.0074577242171143,0.0
11554,1165.54,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6307144736518002,1.6309093963020225,-0.2937112235838274,-0.2937112235838274,0.0,-0.2937112235838274,0.0,-4.472630920957871,-4.470876271962888,-0.23754323840115177,-0.2375432384011522,3.6816949888544423e-16,-0.2375432384011522,3.6816949888544423e-16,3.2907571148742143,3.2907390076801275,3.0075904337545047,3.0075904337545047,0.0,3.0075904337545047,0.0
11555,1165.55,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6215205602886131,1.621736594166851,-0.29081071075671017,-0.2908107107567104,2.2062761882296683e-16,-0.2908107107567104,2.2062761882296683e-16,-4.549743222290384,-4.54803932707323,-0.22947902556879862,-0.22947902556879862,0.0,-0.22947902556879862,0.0,3.2913339392245935,3.291315883346454,3.0077238289366797,3.0077238289366797,0.0,3.0077238289366797,0.0
11556,1165.56,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6113832592143857,1.6116203484680798,-0.2878890517575011,-0.287889051757501,-1.1031380941148342e-16,-0.287889051757501,-1.1031380941148342e-16,-4.624528830806154,-4.622878375117461,-0.22141082030557113,-0.22141082030557202,7.363389977708885e-16,-0.22141082030557202,7.363389977708885e-16,3.2919084092406234,3.291890409491477,3.0078579147667446,3.0078579147667446,-2.48934768692709e-17,3.0078579147667446,-2.48934768692709e-17
11557,1165.57,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.6003051280317708,1.6005632130731076,-0.2849459774979737,-0.2849459774979738,1.1031380941148342e-16,-0.2849459774979738,1.1031380941148342e-16,-4.696869614864262,-4.695275185865142,-0.21333889905855496,-0.21333889905855408,-7.363389977708885e-16,-0.21333889905855408,-7.363389977708885e-16,3.292480298959511,3.2924623601513217,3.0079926963115127,3.0079926963115127,0.0,3.0079926963115127,0.0
11558,1165.58,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.588288910014057,1.5885679294298878,-0.2819812140659437,-0.28198121406594345,-2.2062761882296683e-16,-0.28198121406594345,-2.2062761882296683e-16,-4.766652023442033,-4.765116104909208,-0.20526354649274126,-0.20526354649274126,0.0,-0.20526354649274126,0.0,3.2930493830700556,3.2930315100222,3.0081281787026444,3.0081281787026444,0.0,3.0081281787026444,0.0
11559,1165.59,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.5753374395264774,1.5756373317612737,-0.2789944826158539,-0.2789944826158538,-1.1031380941148342e-16,-0.2789944826158538,-1.1031380941148342e-16,-4.8337673139933965,-4.832292281887027,-0.19718505572976897,-0.19718505572976897,0.0,-0.19718505572976897,0.0,3.2936154369457022,3.2935976344912183,3.008264367137812,3.008264367137812,0.0,3.008264367137812,0.0
11560,1165.6000000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.5614535535574618,1.5617742583782321,-0.2759854992564237,-0.2759854992564237,0.0,-0.2759854992564237,0.0,-4.898111760348428,-4.896699878666126,-0.1891037285943553,-0.1891037285943553,0.0,-0.1891037285943553,0.0,3.2941782366556196,3.2941605096448177,3.0084012668818954,3.0084012668818954,2.48934768692709e-17,3.0084012668818954,2.48934768692709e-17
11561,1165.6100000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.546640010091782,1.5469814698510713,-0.2729539749352605,-0.2729539749352604,-1.1031380941148342e-16,-0.2729539749352604,-1.1031380941148342e-16,-4.959586842454453,-4.958240259298634,-0.18101987586872115,-0.1810198758687207,-7.363389977708885e-16,-0.1810198758687207,-7.363389977708885e-16,3.294737558955348,3.2947199122567237,3.0085388832681965,3.0085388832681965,-2.48934768692709e-17,3.0085388832681965,-2.48934768692709e-17
11562,1165.6200000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.5308994140160121,1.5312615747334488,-0.2698996153203601,-0.26989961532036,-1.1031380941148342e-16,-0.26989961532036,-1.1031380941148342e-16,-5.018099419959879,-5.0168201637529375,-0.17293381755527282,-0.17293381755527237,-3.6816949888544423e-16,-0.17293381755527237,-3.6816949888544423e-16,3.295293181258748,3.295275619757441,3.008677221699692,3.008677221699692,0.0,3.008677221699692,0.0
11563,1165.63,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.5142341512204978,1.514616963504871,-0.2668221206783816,-0.2668221206783816,0.0,-0.2668221206783816,0.0,-5.0735618918082634,-5.072351867600238,-0.16484588314785098,-0.16484588314785098,0.0,-0.16484588314785098,0.0,3.2958448815931436,3.295827410187476,3.008816287650305,3.008816287650305,0.0,3.008816287650305,0.0
11564,1165.64,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.4966463315521348,1.497049751384208,-0.263721185749609,-0.2637211857496089,-1.1031380941148342e-16,-0.2637211857496089,-1.1031380941148342e-16,-5.125892344143157,-5.124753329968701,-0.1567564119118643,-0.15675641191186518,7.363389977708885e-16,-0.15675641191186518,7.363389977708885e-16,3.296392438539695,3.2963750621365473,3.008956086666214,3.008956086666214,-4.97869537385418e-17,3.008956086666214,-4.97869537385418e-17
11565,1165.65,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.478137741279245,1.4785617306707943,-0.2605964996194905,-0.2605964996194904,-1.1031380941148342e-16,-0.2605964996194904,-1.1031380941148342e-16,-5.175014688925134,-5.173948332179419,-0.14866575317363973,-0.14866575317363973,-3.6816949888544423e-16,-0.14866575317363973,-3.6816949888544423e-16,3.29693563116122,3.29691835467113,3.0090966243671877,3.0090966243671877,0.0,3.0090966243671877,0.0
11566,1165.66,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.4587098057539192,1.4591543332908345,-0.2574477455866653,-0.2574477455866655,2.2062761882296683e-16,-0.2574477455866655,2.2062761882296683e-16,-5.220858795732091,-5.219866609547717,-0.1405742666192813,-0.14057426661928174,7.363389977708885e-16,-0.14057426661928174,7.363389977708885e-16,3.297474238919813,3.297457067252736,3.009237906447952,3.009237906447952,0.0,3.009237906447952,0.0
11567,1165.67,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.4383635629981368,1.4388286042656107,-0.25427460102735233,-0.2542746010273522,-1.1031380941148342e-16,-0.2542746010273522,-1.1031380941148342e-16,-5.26336061925308,-5.262443978870927,-0.13248232260350212,-0.13248232260350123,-1.1045084966563327e-15,-0.13248232260350123,-1.1045084966563327e-15,3.298008041586812,3.2979909796493883,3.0093799386795888,3.0093799386795888,0.0,3.0093799386795888,0.0
11568,1165.68,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.4170996489971324,1.4175851868733564,-0.2510767372559958,-0.2510767372559961,3.3094142823445026e-16,-0.2510767372559961,3.3094142823445026e-16,-5.302462324994739,-5.301622464129996,-0.12439030246861948,-0.12439030246861904,-3.6816949888544423e-16,-0.12439030246861904,-3.6816949888544423e-16,3.2985368191478135,3.2985198718428492,3.0095227269109706,3.0095227269109706,0.0,3.0095227269109706,0.0
11569,1165.69,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.3949182955557502,1.3954243203481618,-0.24785381938205686,-0.24785381938205686,0.0,-0.24785381938205686,0.0,-5.33811241569732,-5.337350422906914,-0.11629859887430127,-0.11629859887430216,7.363389977708885e-16,-0.11629859887430216,7.363389977708885e-16,3.299060351705658,3.2990435239342384,3.009666277070222,3.009666277070222,4.97869537385418e-17,3.009666277070222,4.97869537385418e-17
11570,1165.7,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.3718193416592754,1.3723458510448563,-0.24460550616282106,-0.24460550616282095,-1.1031380941148342e-16,-0.24460550616282095,-1.1031380941148342e-16,-5.370265860903145,-5.36958267596194,-0.1082076161383041,-0.1082076161383041,0.0,-0.1082076161383041,0.0,3.2995784193845044,3.2995617160508584,3.0098105951662255,3.0098105951662255,-2.48934768692709e-17,3.0098105951662255,-2.48934768692709e-17
11571,1165.71,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.347802259377217,1.3483492580967422,-0.24133144985211308,-0.24133144985211308,0.0,-0.24133144985211308,0.0,-5.398884232031663,-5.398280642321946,-0.10011777058866267,-0.10011777058866222,-7.363389977708885e-16,-0.10011777058866222,-7.363389977708885e-16,3.3000908022383633,3.3000742282572313,3.009955687290153,3.009955687290153,0.0,3.009955687290153,0.0
11572,1165.72,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.322866195453769,1.3234336946999068,-0.23803129604477447,-0.23803129604477435,-1.1031380941148342e-16,-0.23803129604477435,-1.1031380941148342e-16,-5.423935845189032,-5.423412482101187,-0.0920294909278141,-0.0920294909278141,0.0,-0.0920294909278141,0.0,3.300597280167707,3.3005808404736143,3.010101559617042,3.010101559617042,-4.97869537385418e-17,3.010101559617042,-4.97869537385418e-17
11573,1165.73,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.2970100298383638,1.2975980462699008,-0.23470468351678764,-0.23470468351678786,2.2062761882296683e-16,-0.23470468351678786,2.2062761882296683e-16,-5.445395913771709,-5.444953249104289,-0.08394321860903453,-0.08394321860903409,-7.363389977708885e-16,-0.08394321860903409,-7.363389977708885e-16,3.3010976328480752,3.3010813324055808,3.0102482184074075,3.0102482184074075,-4.97869537385418e-17,3.0102482184074075,-4.97869537385418e-17
11574,1165.74,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.2702324525189703,1.2708410068289593,-0.23135124406089913,-0.23135124406089902,-1.1031380941148342e-16,-0.23135124406089902,-1.1031380941148342e-16,-5.463246712707393,-5.462885055042822,-0.07585940822570869,-0.07585940822570825,-7.363389977708885e-16,-0.07585940822570825,-7.363389977708885e-16,3.3015916396749,3.3015754834886333,3.0103956700088856,3.0103956700088856,0.0,3.0103956700088856,0.0
11575,1165.75,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.2425320601234886,1.2431611750879463,-0.22797060231760802,-0.22797060231760824,2.2062761882296683e-16,-0.22797060231760824,2.2062761882296683e-16,-5.4774777559058485,-5.477197246925266,-0.06777852791387495,-0.06777852791387318,-1.472677995541777e-15,-0.06777852791387318,-1.472677995541777e-15,3.302079079729112,3.302063072852254,3.01054392085793,3.01054392085793,0.0,3.01054392085793,0.0
11576,1165.76,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.213907473843165,1.2145571717796544,-0.2245623756013737,-0.22456237560137393,2.2062761882296683e-16,-0.22456237560137393,2.2062761882296683e-16,-5.488085988158724,-5.487886598847453,-0.05970105976860651,-0.05970105976860651,0.0,-0.05970105976860651,0.0,3.3025597317684654,3.3025438793082595,3.010692977481539,3.010692977481539,-4.97869537385418e-17,3.010692977481539,-4.97869537385418e-17
11577,1165.77,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.1843574802971872,1.185027779868962,-0.2211261737218927,-0.22112617372189247,-2.2062761882296683e-16,-0.22112617372189247,-2.2062761882296683e-16,-5.495075992322173,-5.494957519007862,-0.0516275002747264,-0.05162750027472729,7.363389977708885e-16,-0.05162750027472729,7.363389977708885e-16,3.3030333742498765,3.3030176813688557,3.010842846499028,3.010842846499028,0.0,3.010842846499028,0.0
11578,1165.78,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.153881196988347,1.1545721092997012,-0.21766159880028535,-0.21766159880028546,1.1031380941148342e-16,-0.21766159880028546,1.1031380941148342e-16,-5.498460212128966,-5.498422272289398,-0.043558360752398606,-0.043558360752398606,0.0,-0.043558360752398606,0.0,3.303499785388492,3.303484257300289,3.0109935346238474,3.0109935346238474,0.0,3.0109935346238474,0.0
11579,1165.79,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.1224782639826516,1.1231897879242314,-0.2141682450800485,-0.2141682450800485,0.0,-0.2141682450800485,0.0,-5.498259190397166,-5.498301218175969,-0.03549416781819481,-0.03549416781819481,0.0,-0.03549416781819481,0.0,3.3039587432595723,3.3039433852185254,3.011145048665442,3.011145048665442,2.48934768692709e-17,3.011145048665442,2.48934768692709e-17
11580,1165.8,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.0901490633655433,1.0908811801841707,-0.21064569873257954,-0.21064569873257966,1.1031380941148342e-16,-0.21064569873257966,1.1031380941148342e-16,-5.49450182171968,-5.494623063097359,-0.027435463862260256,-0.027435463862260256,0.0,-0.027435463862260256,0.0,3.3044100259496765,3.304394843233858,3.011297395531158,3.011297395531158,2.48934768692709e-17,3.011297395531158,2.48934768692709e-17
11581,1165.81,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.0568949678661592,1.0576476349514505,-0.207093537657141,-0.2070935376571411,1.1031380941148342e-16,-0.2070935376571411,1.1031380941148342e-16,-5.487225617922939,-5.487425125509086,-0.019382807542137837,-0.019382807542137837,0.0,-0.019382807542137837,0.0,3.3048534117639785,3.3048384096517887,3.0114505822281976,3.0114505822281976,-2.48934768692709e-17,3.0114505822281976,-2.48934768692709e-17
11582,1165.82,-0.9352254096996273,-3.437588552458212,3.2307674862458016,1.022718619778912,1.023491763678022,-0.20351133127505527,-0.20351133127505505,-2.2062761882296683e-16,-0.20351133127505505,-2.2062761882296683e-16,-5.47647698366489,-5.476753611106041,-0.011336774293960072,-0.011336774293958296,-1.472677995541777e-15,-0.011336774293958296,-1.472677995541777e-15,3.305288679496856,3.3052738632378604,3.01160461586562,3.01160461586562,-4.97869537385418e-17,3.01160461586562,-4.97869537385418e-17
11583,1165.83,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.9876242409267488,0.9884177496182385,-0.19989864031796822,-0.19989864031796845,2.2062761882296683e-16,-0.19989864031796845,2.2062761882296683e-16,-5.4623114984965,-5.462663894533045,-0.003297956861679996,-0.0032979568616791077,-7.363389977708885e-16,-0.0032979568616791077,-7.363389977708885e-16,3.305715608773119,3.305700983554343,3.0117595036563958,3.0117595036563958,2.48934768692709e-17,3.0117595036563958,2.48934768692709e-17
11584,1165.84,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.9516179738797023,0.9524316883572117,-0.19625501660998657,-0.1962550166099868,2.2062761882296683e-16,-0.1962550166099868,2.2062761882296683e-16,-5.444794200534853,-5.445220802789237,0.004733034154957405,0.004733034154956517,7.363389977708885e-16,0.004733034154956517,7.363389977708885e-16,3.3061339804673553,3.306119551376752,3.0119152529195095,3.0119152529195095,0.0,3.0119152529195095,0.0
11585,1165.8500000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.914708253942427,0.9155419591782268,-0.19258000284350008,-0.19258000284349985,-2.2062761882296683e-16,-0.19258000284349985,-2.2062761882296683e-16,-5.423999865593685,-5.4244988942293695,0.012755569732969985,0.012755569732969985,0.0,0.012755569732969985,0.0,3.3065435772088554,3.3065293491980365,3.012071871082117,3.012071871082117,2.48934768692709e-17,3.012071871082117,2.48934768692709e-17
11586,1165.8600000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.8769062105331468,0.8777596259106089,-0.18887313234848757,-0.18887313234848735,-2.2062761882296683e-16,-0.18887313234848735,-2.2062761882296683e-16,-5.400013274200273,-5.400582725654219,0.020769001838407686,0.020769001838407686,0.0,0.020769001838407686,0.0,3.306944183979344,3.306930161827926,3.012229365681757,3.012229365681757,0.0,3.012229365681757,0.0
11587,1165.8700000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.8382260954748121,0.8390988647975679,-0.18513392885510316,-0.18513392885510305,-1.1031380941148342e-16,-0.18513392885510305,-1.1031380941148342e-16,-5.37292945741776,-5.373567098475338,0.028772662817573735,0.02877266281757329,7.363389977708885e-16,0.02877266281757329,7.363389977708885e-16,3.307335588810294,3.3073217770942627,3.012387744368618,3.012387744368618,-2.48934768692709e-17,3.012387744368618,-2.48934768692709e-17
11588,1165.88,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.7986857343940768,0.7995774155986601,-0.1813619062493238,-0.18136190624932358,-2.2062761882296683e-16,-0.18136190624932358,-2.2062761882296683e-16,-5.342853910823358,-5.3435572733693215,0.03676586476631716,0.036765864766318046,-7.363389977708885e-16,0.036765864766318046,-7.363389977708885e-16,3.3077175835858523,3.307703986652191,3.0125470149078644,3.0125470149078644,0.0,3.0125470149078644,0.0
11589,1165.89,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.7583069958707389,0.7592170505896347,-0.1775565683214526,-0.1775565683214525,-1.1031380941148342e-16,-0.1775565683214525,-1.1031380941148342e-16,-5.3099027644144305,-5.310669141252267,0.04474789887653641,0.04474789887653641,0.0,0.04474789887653641,0.0,3.308089964956302,3.3080765869057354,3.01270718518202,3.01270718518202,2.48934768692709e-17,3.01270718518202,2.48934768692709e-17
11590,1165.9,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.7171162712082731,0.7180440543525346,-0.17371740850723927,-0.17371740850723927,0.0,-0.17371740850723927,0.0,-5.274202894692203,-5.27502933687145,0.05271803475896242,0.05271803475896286,-7.363389977708885e-16,0.05271803475896286,-7.363389977708885e-16,3.308452535365497,3.3084393800445437,3.0128682631934147,3.0128682631934147,0.0,3.0128682631934147,0.0
11591,1165.91,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.6751449557308985,0.6760897052869581,-0.16984390962139762,-0.1698439096213975,-1.1031380941148342e-16,-0.1698439096213975,-1.1031380941148342e-16,-5.235891963791165,-5.236775279913154,0.06067551974128227,0.06067551974128227,0.0,0.06067551974128227,0.0,3.308805104193768,3.308792175196429,3.013030257066691,3.013030257066691,0.0,3.013030257066691,0.0
11592,1165.92,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.6324299204018965,0.6333907476666409,-0.16593554358326845,-0.16593554358326812,-3.3094142823445026e-16,-0.16593554358326812,-3.3094142823445026e-16,-5.195118369384529,-5.1960551273667335,0.06861957814055097,0.06861957814055009,7.363389977708885e-16,0.06861957814055009,7.363389977708885e-16,3.309147489015343,3.3091347896936933,3.013193175051381,3.013193175051381,-4.97869537385418e-17,3.013193175051381,-4.97869537385418e-17
11593,1165.93,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.5890139603752176,0.5899898408874591,-0.16199177113439456,-0.16199177113439478,2.2062761882296683e-16,-0.16199177113439478,2.2062761882296683e-16,-5.15204108832366,-5.153027620087993,0.07654941050891129,0.07654941050891129,0.0,0.07654941050891129,0.0,3.3094795169664097,3.3094670504481827,3.0133570255245434,3.0133570255245434,2.48934768692709e-17,3.0133570255245434,2.48934768692709e-17
11594,1165.94,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.5449462049408097,0.5459359704055475,-0.15801204154774673,-0.15801204154774684,1.1031380941148342e-16,-0.15801204154774684,1.1031380941148342e-16,-5.106829396698263,-5.10786180620714,0.08446419285146956,0.08446419285146956,0.0,0.08446419285146956,0.0,3.3098010262164337,3.3097887954265257,3.013521816993473,3.013521816993473,-4.97869537385418e-17,3.013521816993473,-4.97869537385418e-17
11595,1165.95,-0.9352254096996273,-3.437588552458212,3.2307674862458016,0.5002824713377929,0.5012848028807211,-0.15399579232833305,-0.1539957923283326,-4.4125523764593366e-16,-0.1539957923283326,-4.4125523764593366e-16,-5.059662449379649,-5.060736624375756,0.09236307581521341,0.09236307581521297,7.363389977708885e-16,0.09236307581521297,7.363389977708885e-16,3.3101118675314116,3.31009987521318,3.0136875580984825,3.0136875580984825,2.48934768692709e-17,3.0136875580984825,2.48934768692709e-17
