time_index,time,target_x,target_y,target_z,true_x,uncontrolled_x,raw_readout_x,corrected_feedback_input_x,control_signal_x,controlled_x,u_x,true_y,uncontrolled_y,raw_readout_y,corrected_feedback_input_y,control_signal_y,controlled_y,u_y,true_z,uncontrolled_z,raw_readout_z,corrected_feedback_input_z,control_signal_z,controlled_z,u_z
25,1050.25,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8936813103872964,-0.8936812669585408,-0.8936812669585408,-0.8936812669585408,0.0,-0.8936812669585408,0.0,-3.069968980185056,-3.069969010741334,-3.069969010741334,-3.069969010741334,0.0,-3.069969010741334,0.0,3.2797757726490837,3.2797757809767063,3.2797757809767063,3.2797757809767063,0.0,3.2797757809767063,0.0
26,1050.26,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8935811516372674,-0.893581107060803,-0.893581107060803,-0.893581107060803,0.0,-0.893581107060803,0.0,-3.0692019645757695,-3.069201996560409,-3.069201996560409,-3.069201996560409,0.0,-3.069201996560409,0.0,3.279748515421669,3.279748524124062,3.279748524124062,3.279748524124062,0.0,3.279748524124062,0.0
27,1050.27,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8934808198545118,-0.8934807741834498,-0.8934807741834498,-0.8934807741834498,0.0,-0.8934807741834498,0.0,-3.0684336678014485,-3.0684337012039533,-3.0684337012039533,-3.0684337012039533,0.0,-3.0684337012039533,0.0,3.279721283887776,3.2797212929671726,3.2797212929671726,3.2797212929671726,0.0,3.2797212929671726,0.0
28,1050.28,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.893380314764334,-0.8933802680507984,-0.8933802680507984,-0.8933802680507984,0.0,-0.8933802680507984,0.0,-3.0676640882153445,-3.0676641230246613,-3.0676641230246613,-3.0676641230246613,0.0,-3.0676641230246613,0.0,3.279694078087422,3.2796940875459244,3.2796940875459244,3.2796940875459244,0.0,3.2796940875459244,0.0
29,1050.29,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8932796360914153,-0.8932795883864147,-0.8932795883864147,-0.8932795883864147,0.0,-0.8932795883864147,0.0,-3.066893224167842,-3.066893260372529,-3.066893260372529,-3.066893260372529,0.0,-3.066893260372529,0.0,3.279666898060689,3.2796669079002756,3.2796669079002756,3.2796669079002756,0.0,3.2796669079002756,0.0
30,1050.3,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8931787835598121,-0.893178734913133,-0.893178734913133,-0.893178734913133,0.0,-0.893178734913133,0.0,-3.0661210740064484,-3.0661211115948284,-3.0661211115948284,-3.0661211115948284,0.0,-3.0661211115948284,0.0,3.2796397438477225,3.2796397540702555,3.2796397540702555,3.2796397540702555,0.0,3.2796397540702555,0.0
31,1050.31,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8930777568929539,-0.8930777073530748,-0.8930777073530748,-0.8930777073530748,0.0,-0.8930777073530748,0.0,-3.0653476360757894,-3.065347675036087,-3.065347675036087,-3.065347675036087,0.0,-3.065347675036087,0.0,3.2796126154887317,3.279612626095965,3.279612626095965,3.279612626095965,0.0,3.279612626095965,0.0
32,1050.32,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8929765558136414,-0.8929765054276628,-0.8929765054276628,-0.8929765054276628,0.0,-0.8929765054276628,0.0,-3.0645729087176017,-3.0645729490380664,-3.0645729490380664,-3.0645729490380664,0.0,-3.0645729490380664,0.0,3.27958551302399,3.2795855240175746,3.2795855240175746,3.2795855240175746,0.0,3.2795855240175746,0.0
33,1050.33,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8928751800440451,-0.8928751288576364,-0.8928751288576364,-0.8928751288576364,0.0,-0.8928751288576364,0.0,-3.063796890270725,-3.0637969319397422,-3.0637969319397422,-3.0637969319397422,0.0,-3.0637969319397422,0.0,3.2795584364938346,3.279558447875326,3.279558447875326,3.279558447875326,0.0,3.279558447875326,0.0
34,1050.34,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8927736293057024,-0.8927735773630633,-0.8927735773630633,-0.8927735773630633,0.0,-0.8927735773630633,0.0,-3.063019579071096,-3.0630196220772836,-3.0630196220772836,-3.0630196220772836,0.0,-3.0630196220772836,0.0,3.279531385938667,3.2795313977095297,3.2795313977095297,3.2795313977095297,0.0,3.2795313977095297,0.0
35,1050.35,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8926719033195164,-0.8926718506633499,-0.8926718506633499,-0.8926718506633499,0.0,-0.8926718506633499,0.0,-3.06224097345174,-3.0622410177840345,-3.0622410177840345,-3.0622410177840345,0.0,-3.0622410177840345,0.0,3.279504361398954,3.2795043735605676,3.2795043735605676,3.2795043735605676,0.0,3.2795043735605676,0.0
36,1050.3600000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.892570001805754,-0.8925699484772511,-0.8925699484772511,-0.8925699484772511,0.0,-0.8925699484772511,0.0,-3.0614610717427664,-3.0614611173904973,-3.0614611173904973,-3.0614611173904973,0.0,-3.0614611173904973,0.0,3.2794773629152263,3.27947737546889,3.27947737546889,3.27947737546889,0.0,3.27947737546889,0.0
37,1050.3700000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8924679244840433,-0.8924678705228781,-0.8924678705228781,-0.8924678705228781,0.0,-0.8924678705228781,0.0,-3.060679872271358,-3.060679919224312,-3.060679919224312,-3.060679919224312,0.0,-3.060679919224312,0.0,3.2794503905280794,3.279450403475018,3.279450403475018,3.279450403475018,0.0,3.279450403475018,0.0
38,1050.38,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8923656710733727,-0.8923656165177045,-0.8923656165177045,-0.8923656165177045,0.0,-0.8923656165177045,0.0,-3.059897373361768,-3.0598974216102444,-3.0598974216102444,-3.0598974216102444,0.0,-3.0598974216102444,0.0,3.2794234442781742,3.2794234576195413,3.2794234576195413,3.2794234576195413,0.0,3.2794234576195413,0.0
39,1050.39,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8922632412920879,-0.8922631861785723,-0.8922631861785723,-0.8922631861785723,0.0,-0.8922631861785723,0.0,-3.059113573335309,-3.059113622870166,-3.059113622870166,-3.059113622870166,0.0,-3.059113622870166,0.0,3.2793965242062364,3.279396537943119,3.279396537943119,3.279396537943119,0.0,3.279396537943119,0.0
40,1050.4,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8921606348578905,-0.8921605792216967,-0.8921605792216967,-0.8921605792216967,0.0,-0.8921605792216967,0.0,-3.058328470510349,-3.0583285213230424,-3.0583285213230424,-3.0583285213230424,0.0,-3.0583285213230424,0.0,3.279369630353057,3.2793696444864797,3.2793696444864797,3.2793696444864797,0.0,3.2793696444864797,0.0
41,1050.41,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8920578514878361,-0.8920577953626693,-0.8920577953626693,-0.8920577953626693,0.0,-0.8920577953626693,0.0,-3.0575420632023014,-3.0575421152849183,-3.0575421152849183,-3.0575421152849183,0.0,-3.0575421152849183,0.0,3.2793427627594918,3.279342777290421,3.279342777290421,3.279342777290421,0.0,3.279342777290421,0.0
42,1050.42,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.891954890898332,-0.891954834316461,-0.891954834316461,-0.891954834316461,0.0,-0.891954834316461,0.0,-3.056754349723621,-3.0567544030689002,-3.0567544030689002,-3.0567544030689002,0.0,-3.0567544030689002,0.0,3.2793159214664627,3.2793159363958106,3.2793159363958106,3.2793159363958106,0.0,3.2793159363958106,0.0
43,1050.43,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8918517528051354,-0.8918516957974246,-0.8918516957974246,-0.8918516957974246,0.0,-0.8918516957974246,0.0,-3.0559653283837935,-3.0559653829851494,-3.0559653829851494,-3.0559653829851494,0.0,-3.0559653829851494,0.0,3.2792891065149576,3.279289121843584,3.279289121843584,3.279289121843584,0.0,3.279289121843584,0.0
44,1050.44,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8917484369233513,-0.8917483795192952,-0.8917483795192952,-0.8917483795192952,0.0,-0.8917483795192952,0.0,-3.055174997489331,-3.055175053340864,-3.055175053340864,-3.055175053340864,0.0,-3.055175053340864,0.0,3.2792623179460296,3.2792623336747466,3.2792623336747466,3.2792623336747466,0.0,3.2792623336747466,0.0
45,1050.45,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8916449429674307,-0.8916448851951917,-0.8916448851951917,-0.8916448851951917,0.0,-0.8916448851951917,0.0,-3.0543833553437634,-3.054383412440269,-3.054383412440269,-3.054383412440269,0.0,-3.054383412440269,0.0,3.2792355558007977,3.279235571930372,3.279235571930372,3.279235571930372,0.0,3.279235571930372,0.0
46,1050.46,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8915412706511686,-0.8915412125376164,-0.8915412125376164,-0.8915412125376164,0.0,-0.8915412125376164,0.0,-3.0535904002476304,-3.053590458584606,-3.053590458584606,-3.053590458584606,0.0,-3.053590458584606,0.0,3.279208820120448,3.2792088366516032,3.2792088366516032,3.2792088366516032,0.0,3.2792088366516032,0.0
47,1050.47,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8914374196877016,-0.8914373612584555,-0.8914373612584555,-0.8914373612584555,0.0,-0.8914373612584555,0.0,-3.0527961304984768,-3.0527961900721197,-3.0527961900721197,-3.0527961900721197,0.0,-3.0527961900721197,0.0,3.279182110946232,3.2791821278796536,3.2791821278796536,3.2791821278796536,0.0,3.2791821278796536,0.0
48,1050.48,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8913333897895064,-0.8913333310689775,-0.8913333310689775,-0.8913333310689775,0.0,-0.8913333310689775,0.0,-3.052000544390842,-3.052000605198047,-3.052000605198047,-3.052000605198047,0.0,-3.052000605198047,0.0,3.2791554283194677,3.279155445655803,3.279155445655803,3.279155445655803,0.0,3.279155445655803,0.0
49,1050.49,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8912291806683974,-0.8912291216798321,-0.8912291216798321,-0.8912291216798321,0.0,-0.8912291216798321,0.0,-3.051203640216255,-3.0512037022546106,-3.0512037022546106,-3.0512037022546106,0.0,-3.0512037022546106,0.0,3.27912877228154,3.279128790021402,3.279128790021402,3.279128790021402,0.0,3.279128790021402,0.0
50,1050.5,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8911247920355249,-0.8911247328010494,-0.8911247328010494,-0.8911247328010494,0.0,-0.8911247328010494,0.0,-3.050405416263226,-3.0504054795310043,-3.0504054795310043,-3.0504054795310043,0.0,-3.0504054795310043,0.0,3.2791021428739007,3.27910216101787,3.27910216101787,3.27910216101787,0.0,3.27910216101787,0.0
51,1050.51,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8910202236013728,-0.891020164142037,-0.891020164142037,-0.891020164142037,0.0,-0.891020164142037,0.0,-3.04960587081724,-3.049605935313385,-3.049605935313385,-3.049605935313385,0.0,-3.049605935313385,0.0,3.2790755401380682,3.279075558686695,3.279075558686695,3.279075558686695,0.0,3.279075558686695,0.0
52,1050.52,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8909154750757567,-0.8909154154115788,-0.8909154154115788,-0.8909154154115788,0.0,-0.8909154154115788,0.0,-3.048805002160748,-3.048805067884865,-3.048805067884865,-3.048805067884865,0.0,-3.048805067884865,0.0,3.279048964115628,3.279048983069434,3.279048983069434,3.279048983069434,0.0,3.279048983069434,0.0
53,1050.53,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8908105461678223,-0.8908104863178321,-0.8908104863178321,-0.8908104863178321,0.0,-0.8908104863178321,0.0,-3.0480028085731594,-3.048002875525501,-3.048002875525501,-3.048002875525501,0.0,-3.048002875525501,0.0,3.279022414848233,3.279022434207713,3.279022434207713,3.279022434207713,0.0,3.279022434207713,0.0
54,1050.54,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8907054365860423,-0.8907053765683249,-0.8907053765683249,-0.8907053765683249,0.0,-0.8907053765683249,0.0,-3.0471992883308374,-3.047199356512285,-3.047199356512285,-3.047199356512285,0.0,-3.047199356512285,0.0,3.278995892377603,3.2789959121432286,3.2789959121432286,3.2789959121432286,0.0,3.2789959121432286,0.0
55,1050.55,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8906001460382151,-0.8906000858699538,-0.8906000858699538,-0.8906000858699538,0.0,-0.8906000858699538,0.0,-3.0463944397070883,-3.0463945091191373,-3.0463945091191373,-3.0463945091191373,0.0,-3.0463945091191373,0.0,3.2789693967455262,3.278969416917745,3.278969416917745,3.278969416917745,0.0,3.278969416917745,0.0
56,1050.56,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8904946742314628,-0.8904946139289802,-0.8904946139289802,-0.8904946139289802,0.0,-0.8904946139289802,0.0,-3.0455882609721554,-3.045588331616898,-3.045588331616898,-3.045588331616898,0.0,-3.045588331616898,0.0,3.278942927993858,3.2789429485730954,3.2789429485730954,3.2789429485730954,0.0,3.2789429485730954,0.0
57,1050.57,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8903890208722285,-0.8903889604510283,-0.8903889604510283,-0.8903889604510283,0.0,-0.8903889604510283,0.0,-3.044780750393212,-3.0447808222733164,-3.0447808222733164,-3.0447808222733164,0.0,-3.0447808222733164,0.0,3.2789164861645212,3.2789165071511843,3.2789165071511843,3.2789165071511843,0.0,3.2789165071511843,0.0
58,1050.58,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8902831856662747,-0.8902831251410809,-0.8902831251410809,-0.8902831251410809,0.0,-0.8902831251410809,0.0,-3.043971906234352,-3.043971979353046,-3.043971979353046,-3.043971979353046,0.0,-3.043971979353046,0.0,3.2788900712995073,3.2788900926939832,3.2788900926939832,3.2788900926939832,0.0,3.2788900926939832,0.0
59,1050.59,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8901771683186811,-0.8901771077034769,-0.8901771077034769,-0.8901771077034769,0.0,-0.8901771077034769,0.0,-3.043161726756585,-3.043161801117635,-3.043161801117635,-3.043161801117635,0.0,-3.043161801117635,0.0,3.2788636834408758,3.2788637052435345,3.2788637052435345,3.2788637052435345,0.0,3.2788637052435345,0.0
60,1050.6,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8900709685338424,-0.8900709078419079,-0.8900709078419079,-0.8900709078419079,0.0,-0.8900709078419079,0.0,-3.0423502102178266,-3.0423502858255183,-3.0423502858255183,-3.0423502858255183,0.0,-3.0423502858255183,0.0,3.278837322630755,3.27883734484195,3.27883734484195,3.27883734484195,0.0,3.27883734484195,0.0
61,1050.6100000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8899645860154662,-0.8899645252594143,-0.8899645252594143,-0.8899645252594143,0.0,-0.8899645252594143,0.0,-3.0415373548728915,-3.041537431732012,-3.041537431732012,-3.041537431732012,0.0,-3.041537431732012,0.0,3.2788109889113404,3.27881101153141,3.27881101153141,3.27881101153141,0.0,3.27881101153141,0.0
62,1050.6200000000001,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8898580204665709,-0.8898579596583822,-0.8898579596583822,-0.8898579596583822,0.0,-0.8898579596583822,0.0,-3.0407231589734858,-3.040723237089302,-3.040723237089302,-3.040723237089302,0.0,-3.040723237089302,0.0,3.2787846823248974,3.278784705354166,3.278784705354166,3.278784705354166,0.0,3.278784705354166,0.0
63,1050.63,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8897512715894836,-0.8897512107405404,-0.8897512107405404,-0.8897512107405404,0.0,-0.8897512107405404,0.0,-3.0399076207682,-3.039907700146439,-3.039907700146439,-3.039907700146439,0.0,-3.039907700146439,0.0,3.2787584029137595,3.2787584263525384,3.2787584263525384,3.2787584263525384,0.0,3.2787584263525384,0.0
64,1050.64,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8896443390858378,-0.8896442782069567,-0.8896442782069567,-0.8896442782069567,0.0,-0.8896442782069567,0.0,-3.0390907385025,-3.039090819149333,-3.039090819149333,-3.039090819149333,0.0,-3.039090819149333,0.0,3.2787321507203298,3.2787321745689177,3.2787321745689177,3.2787321745689177,0.0,3.2787321745689177,0.0
65,1050.65,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8895372226565716,-0.8895371617580337,-0.8895371617580337,-0.8895371617580337,0.0,-0.8895371617580337,0.0,-3.0382725104187207,-3.038272592340741,-3.038272592340741,-3.038272592340741,0.0,-3.038272592340741,0.0,3.27870592578708,3.278705950045764,3.278705950045764,3.278705950045764,0.0,3.278705950045764,0.0
66,1050.66,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.889429922001925,-0.8894298610935062,-0.8894298610935062,-0.8894298610935062,0.0,-0.8894298610935062,0.0,-3.0374529347560584,-3.0374530179602632,-3.0374530179602632,-3.0374530179602632,0.0,-3.0374530179602632,0.0,3.2786797281565514,3.278679752825608,3.278679752825608,3.278679752825608,0.0,3.278679752825608,0.0
67,1050.67,-0.9352254096996273,-3.437588552458212,3.2307674862458016,-0.8893224368214383,-0.8893223759124377,-0.8893223759124377,-0.8893223759124377,0.0,-0.8893223759124377,0.0,-3.0366320097505612,-3.0366320942443354,-3.0366320942443354,-3.0366320942443354,0.0,-3.0366320942443354,0.0,3.2786535578713547,3.27865358295105,3.27865358295105,3.27865358295105,0.0,3.27865358295105,0.0
