N_res,best_score,input_scaling,leaky_coefficient,optimizer,p,rank,regularization,spectral_radius,validation_nrmse_all,validation_nrmse_x,washout
413,0.0006411884706532306,0.16390182037571133,0.2556829126358958,gbrt,0.19867545703487452,1,2.558369665204411e-10,0.6048439398080738,0.0004440437687439248,0.0005964309366852732,499
300,0.0030737167568877,0.6826187667841553,0.4498865758399204,gp,0.02888272247579564,2,5.890147379668925e-10,0.6093958842654622,0.001923246293316005,0.002563484529808716,338
353,0.006166668771112436,0.3699671951009597,0.5058104087973913,forest,0.02993674004782221,3,5.654692453186724e-10,0.953301813034225,0.0038930110506851315,0.005307208764675393,389
412,0.011458722944307935,0.5593152150624762,0.36779664909720855,dummy,0.14850388868895317,4,4.906414132715852e-09,0.9004196946866305,0.007333591585764211,0.009938891969272239,260
