time,true_x,true_y,true_z,uncontrolled_x,uncontrolled_y,uncontrolled_z,controlled_x,controlled_y,controlled_z,u_x,u_y,u_z,target_x,target_y,target_z
1050.0,-0.7042895434023199,-1.80932470009586,2.473954926661335,-0.7042895655893429,-1.8093246650071189,2.473954928115059,-0.7042895655893429,-1.8093246650071189,2.473954928115059,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.01,-0.703747521003136,-1.8060300357595838,2.4740215228942337,-0.7037475648465304,-1.8060299660991803,2.4740215256510667,-0.7037475648465304,-1.8060299660991803,2.4740215256510667,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.02,-0.70320417042108,-1.8027301527714255,2.474088245372226,-0.7032042355684078,-1.8027300493188836,2.4740882493153755,-0.7032042355684078,-1.8027300493188836,2.4740882493153755,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.03,-0.7026594864276128,-1.799425039282078,2.4741550944071187,-0.7026595725688941,-1.7994249030254523,2.474155099446727,-0.7026595725688941,-1.7994249030254523,2.474155099446727,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.04,-0.7021134637649347,-1.7961146834098105,2.474222070311958,-0.7021135705605435,-1.79611451551005,2.4742220763791734,-0.7021135705605435,-1.79611451551005,2.4742220763791734,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.05,-0.7015660971457721,-1.7927990732404089,2.4742891734010373,-0.7015662241927183,-1.7927988750030606,2.4742891804432694,-0.7015662241927183,-1.7927988750030606,2.4742891804432694,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.06,-0.7010173812531628,-1.7894781968271185,2.474356403989902,-0.7010175280739506,-1.7894779696771814,2.474356411967184,-0.7010175280739506,-1.7894779696771814,2.474356411967184,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.07,-0.7004673107402386,-1.7861520421905863,2.4744237623953604,-0.7004674767844801,-1.7861517876492674,2.4744237712776127,-0.7004674767844801,-1.7861517876492674,2.4744237712776127,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.08,-0.6999158802300065,-1.782820597318804,2.4744912489354864,-0.6999160648827616,-1.7828203169820829,2.4744912587004895,-0.6999160648827616,-1.7828203169820829,2.4744912587004895,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.09,-0.6993630843151278,-1.7794838501670527,2.4745588639296305,-0.6993632869083173,-1.7794835456862343,2.4745588745615166,-0.6993632869083173,-1.7794835456862343,2.4745588745615166,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.1,-0.6988089175576951,-1.7761417886578468,2.474626607698425,-0.698809137382435,-1.7761414617222933,2.4746266191865485,-0.698809137382435,-1.7761414617222933,2.4746266191865485,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.1100000000001,-0.6982533744890075,-1.7727944006808793,2.474694480563792,-0.6982536108076336,-1.7727940530029636,2.4746944929018704,-0.6982536108076336,-1.7727940530029636,2.4746944929018704,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.1200000000001,-0.6976964496093433,-1.7694416740929686,2.474762482848949,-0.6976967016664746,-1.7694413073952133,2.4747624960343937,-0.6976967016664746,-1.7694413073952133,2.4747624960343937,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.13,-0.6971381373877313,-1.7660835967180044,2.4748306148784196,-0.6971384044200621,-1.7660832127222643,2.4748306289117985,-0.6971384044200621,-1.7660832127222643,2.4748306289117985,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.14,-0.6965784322617194,-1.7627201563468962,2.4748988769780382,-0.6965787135064432,-1.7627197567654185,2.474898891862636,-0.6965787135064432,-1.7627197567654185,2.474898891862636,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.15,-0.6960173286371415,-1.759351340737521,2.4749672694749583,-0.6960176233390263,-1.759350927265659,2.4749672852164055,-0.6960176233390263,-1.759350927265659,2.4749672852164055,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.16,-0.6954548208878817,-1.7559771376146733,2.4750357926976605,-0.6954551283050863,-1.7559767119250753,2.4750358093036158,-0.6954551283050863,-1.7559767119250753,2.4750358093036158,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.17,-0.6948909033556373,-1.7525975346700142,2.4751044469759593,-0.694891222764382,-1.752597098408057,2.4751044644558307,-0.694891222764382,-1.752597098408057,2.4751044644558307,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.18,-0.6943255703496788,-1.7492125195620232,2.475173232641012,-0.6943259010479053,-1.7492120743423207,2.4751732510057094,-0.6943259010479053,-1.7492120743423207,2.4751732510057094,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.19,-0.6937588161466077,-1.745822079915949,2.475242150025325,-0.6937591574567579,-1.7458216273197933,2.4752421692870423,-0.6937591574567579,-1.7458216273197933,2.4752421692870423,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.2,-0.6931906349901128,-1.7424262033237632,2.4753111994627632,-0.6931909862611497,-1.7424257448973157,2.475311219634781,-0.6931909862611497,-1.7424257448973157,2.475311219634781,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.21,-0.6926210210907233,-1.7390248773441128,2.4753803812885558,-0.6926213816995118,-1.739024414597245,2.4753804023850674,-0.6926213816995118,-1.739024414597245,2.4753804023850674,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.22,-0.6920499686255606,-1.735618089502276,2.4754496958393055,-0.6920503379777082,-1.735617623907943,2.47544971787526,-0.6920503379777082,-1.735617623907943,2.47544971787526,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.23,-0.6914774717380867,-1.732205827290116,2.475519143452997,-0.6914778492683376,-1.7322053602841843,2.4755191664439584,-0.6914778492683376,-1.7322053602841843,2.4755191664439584,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.24,-0.6909035245378514,-1.7287880781660387,2.475588724469003,-0.6909039097101148,-1.728787611147443,2.4755887484310284,-0.6909039097101148,-1.728787611147443,2.4755887484310284,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.25,-0.6903281211002363,-1.72536482955495,2.475658439228096,-0.6903285134073158,-1.7253643638861833,2.4756584641776223,-0.6903285134073158,-1.7253643638861833,2.4756584641776223,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.26,-0.6897512554661966,-1.7219360688482135,2.475728288072451,-0.6897516544292845,-1.7219356058560145,2.4757283140262003,-0.6897516544292845,-1.7219356058560145,2.4757283140262003,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.27,-0.6891729216420012,-1.7185017834036107,2.475798271345659,-0.6891733268099869,-1.7185013243798601,2.4757982983205524,-0.6891733268099869,-1.7185013243798601,2.4757982983205524,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.28,-0.6885931135989687,-1.715061960545301,2.4758683893927325,-0.6885935245476029,-1.7150615067480577,2.4758684174058154,-0.6885935245476029,-1.7150615067480577,2.4758684174058154,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.29,-0.6880118252732034,-1.7116165875637839,2.4759386425601138,-0.6880122416041583,-1.7116161402184122,2.4759386716284917,-0.6880122416041583,-1.7116161402184122,2.4759386716284917,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.3,-0.6874290505653261,-1.708165651715861,2.476009031195684,-0.6874294719051799,-1.708165212016247,2.476009061336466,-0.6874294719051799,-1.708165212016247,2.476009061336466,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.31,-0.6868447833402048,-1.7047091402246008,2.4760795556487727,-0.6868452093393775,-1.7047087093344224,2.476079586879024,-0.6868452093393775,-1.7047087093344224,2.476079586879024,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.32,-0.6862590174266809,-1.701247040279303,2.4761502162701636,-0.6862594477583389,-1.701246619333313,2.476150248606863,-0.6862594477583389,-1.701246619333313,2.476150248606863,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.33,-0.6856717466172944,-1.6977793390354647,2.4762210134121054,-0.685672180976246,-1.6977789291408052,2.476221046872112,-0.685672180976246,-1.6977789291408052,2.476221046872112,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.34,-0.685082964668005,-1.694306023614749,2.47629194742832,-0.6850834027695973,-1.6943056258522566,2.4762919820283433,-0.6850834027695973,-1.6943056258522566,2.4762919820283433,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.35,-0.6844926652979123,-1.6908270811049515,2.4763630186740113,-0.6844931068769403,-1.6908266965304368,2.476363054430585,-0.6844931068769403,-1.6908266965304368,2.476363054430585,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.3600000000001,-0.6839008421889715,-1.6873424985599725,2.4764342275058726,-0.6839012869986106,-1.6873421282054935,2.476434264435336,-0.6839012869986106,-1.6873421282054935,2.476434264435336,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.3700000000001,-0.683307488985708,-1.6838522629997872,2.4765055742820974,-0.683307936796475,-1.683851907874872,2.476505612400578,-0.683307936796475,-1.683851907874872,2.476505612400578,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.38,-0.6827125992949283,-1.6803563614104182,2.4765770593623873,-0.6827130498936741,-1.6803560225032674,2.4765770986857873,-0.6827130498936741,-1.6803560225032674,2.4765770986857873,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
1050.39,-0.6821161666854282,-1.6768547807439096,2.4766486831079613,-0.6821166198743711,-1.6768544590225316,2.4766487236519454,-0.6821166198743711,-1.6768544590225316,2.4766487236519454,0.0,0.0,0.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424
