regime,optimizer,K,stable,target_mode,control_start_frac,control_start_idx,control_start_time,target_x,target_y,target_z,run_dir,target_rmse_state,target_rmse_x,uncontrolled_target_rmse_state,uncontrolled_target_rmse_x,spike_count_before,spike_count_after,uncontrolled_spike_count_after,spike_reduction_percent,control_energy,mean_control_norm,max_control_norm,settling_time,mean_error_norm_post,max_error_norm_post
periodic_spiking,gp,0.9832142857142858,True,rest_state,0.2,9000,1140.0,-1.1107328851084313,-5.233289667414185,2.3662828071377424,outputs\periodic_spiking\control\linear_feedback\K_0p983214,2.7265377328803403e-05,5.703659793524756e-06,1.732503247083856,0.5508851367748164,1,0,9,100.0,7.651753771604162e-06,0.0004941993703423936,0.4902729904997048,0.0,8.43711238872978e-06,0.0083700801138704
